Account length,Area code,International plan,Number vmail messages,Total day calls,Total eve minutes,Total eve calls,Total night minutes,Total night calls,Total intl minutes,Total intl calls,Customer service calls,Churn,Total charge,State,Voice mail plan
85,408,0,0,82,194.5,94,200.4,85,11.3,3,0,0,55.25,SD,No
24,408,0,0,86,208.8,102,182.5,105,11.1,6,2,1,65.9,NJ,No
90,415,0,0,97,117.8,117,133.7,78,11.8,2,2,0,49.73,AL,No
137,510,0,0,79,223.2,111,169.5,64,10.5,3,3,0,40.6,ME,No
92,415,1,45,88,198.0,103,94.3,76,7.5,3,0,0,66.65,AZ,Yes
38,415,0,0,86,286.3,76,167.0,77,14.1,3,2,0,51.58,VT,No
69,510,1,33,98,253.4,102,165.4,85,8.2,2,1,1,69.90999999999998,NV,Yes
45,408,0,0,108,218.8,120,240.2,106,9.0,3,2,0,40.21,WI,No
73,408,0,0,118,239.7,90,167.5,108,15.1,2,1,0,56.29,HI,No
92,415,0,0,84,269.3,105,158.9,105,10.8,4,1,0,59.3,DE,No
113,415,0,32,89,129.4,124,166.9,124,8.4,2,1,0,43.940000000000005,AZ,Yes
68,408,1,0,126,219.4,125,198.5,121,14.5,7,1,1,47.82,VA,No
135,415,0,22,113,259.4,95,134.7,135,14.6,5,2,0,59.5,GA,Yes
100,415,0,26,115,137.8,146,213.5,104,15.9,5,1,0,42.13,AZ,Yes
96,415,0,27,96,220.9,101,179.4,97,11.3,2,1,0,66.25,MN,Yes
108,510,0,0,102,202.4,134,180.1,95,9.4,5,1,0,61.59,ME,No
84,510,0,0,88,318.8,119,247.3,79,6.5,4,0,0,61.33,FL,No
134,408,0,0,86,253.6,89,291.0,86,12.6,3,1,0,60.37,WA,No
72,415,0,0,73,219.3,78,210.8,89,9.8,4,0,0,64.3,MT,No
83,408,0,0,87,201.5,111,101.7,82,6.8,4,0,0,53.36,AL,No
137,408,0,0,120,156.3,98,136.5,121,10.2,5,0,0,45.69,WV,No
56,415,0,30,89,172.1,116,194.6,111,12.1,3,1,0,39.510000000000005,GA,Yes
61,510,1,16,76,242.6,58,147.7,95,11.3,3,0,0,48.06999999999999,OH,Yes
171,510,0,17,94,240.0,138,200.9,64,5.8,3,1,0,53.74,DE,Yes
123,510,0,0,118,242.0,114,146.3,108,12.1,4,1,0,56.82,NE,No
58,510,0,0,89,106.8,131,178.5,122,9.9,6,0,0,51.67,FL,No
156,510,0,0,96,103.0,80,189.4,82,13.1,4,1,0,33.33,AK,No
166,510,0,0,103,276.4,83,190.8,113,15.3,5,0,0,57.18,WI,No
75,510,0,41,115,203.4,110,171.7,68,12.4,4,1,0,42.89,WA,Yes
75,415,0,0,102,169.8,86,285.1,100,5.7,3,2,1,69.45,KY,No
83,510,0,0,78,207.5,115,211.7,100,12.1,5,1,0,59.650000000000006,OH,No
243,510,0,0,92,163.7,63,264.2,118,6.6,6,2,0,31.93,UT,No
153,408,0,0,127,208.0,73,206.1,124,15.1,3,1,0,53.26,NM,No
150,415,0,0,133,202.7,95,234.7,103,13.1,3,1,0,45.64,MN,No
92,510,0,16,99,76.4,134,185.1,96,12.7,3,2,0,41.2,WV,Yes
80,415,0,0,110,43.9,88,189.6,87,13.1,5,0,0,25.26,MN,No
134,415,0,0,110,153.8,64,236.6,105,11.7,4,1,0,46.49,AL,No
77,510,0,24,74,123.9,72,174.3,84,10.1,6,1,0,38.66,PA,Yes
147,510,0,0,104,132.5,78,149.4,123,11.3,3,2,0,49.91,DE,No
74,415,0,0,105,211.7,99,182.2,105,11.6,6,1,0,50.38,MO,No
138,510,1,0,82,217.9,147,184.2,77,9.4,9,1,0,49.84,IL,No
143,415,0,0,117,287.7,136,223.0,100,12.2,4,0,0,47.99,FL,No
64,415,0,0,147,173.4,87,268.7,114,5.5,2,2,0,49.24,HI,No
120,510,0,0,56,230.1,73,119.8,81,9.9,3,2,0,56.03,ME,No
121,408,1,0,94,93.7,121,241.3,115,13.4,1,3,1,40.09,CO,No
88,415,0,0,86,216.8,93,239.4,99,11.8,2,2,0,55.99,NH,No
87,408,0,0,106,204.6,93,186.2,128,9.4,4,2,1,74.76,SC,No
100,510,0,0,107,215.6,84,138.4,127,10.2,3,0,0,57.83,IN,No
104,415,0,0,116,115.6,74,226.3,94,9.4,3,3,0,25.36,FL,No
27,510,0,0,75,208.6,117,65.8,71,9.9,3,1,0,32.76,GA,No
81,415,0,31,100,225.5,97,168.7,120,9.7,4,0,0,57.56,IL,Yes
64,510,1,33,93,162.9,104,247.4,109,8.1,13,0,0,37.66,NC,Yes
107,510,0,28,79,304.9,128,225.6,133,11.9,8,1,0,63.440000000000005,VT,Yes
88,415,0,17,78,222.1,94,188.3,92,16.1,5,1,0,60.55,DC,Yes
111,408,0,0,112,270.5,136,225.3,94,9.0,6,3,0,42.3,VT,No
77,415,0,0,114,150.0,115,160.8,81,10.3,2,5,0,56.19,NV,No
67,415,1,0,58,235.0,88,95.1,130,11.4,11,2,0,43.61,OR,No
102,408,0,0,81,129.4,112,167.6,109,15.8,6,1,0,53.47,AL,No
146,408,0,19,88,162.7,66,215.5,98,14.6,6,1,0,47.79,ND,Yes
144,415,0,51,98,192.0,109,196.3,85,10.0,4,1,0,67.28,FL,Yes
96,415,0,0,92,190.9,114,295.6,125,10.3,4,1,1,49.71,NE,No
70,415,0,31,101,196.4,102,252.7,75,10.3,4,1,0,40.870000000000005,ND,Yes
149,408,0,0,79,192.4,107,207.4,111,9.1,9,0,0,59.2,ME,No
129,415,0,0,91,264.7,106,111.4,101,9.2,2,2,0,58.71,IL,No
166,408,0,0,110,52.9,109,246.1,119,10.9,5,0,0,54.07,WA,No
136,408,1,0,89,211.4,96,72.4,84,11.0,4,3,1,54.87,MA,No
149,510,0,0,91,273.5,74,226.9,99,9.6,3,3,0,62.85,KS,No
70,415,0,0,96,235.9,90,260.2,113,7.6,6,3,0,45.0,RI,No
120,415,0,24,73,257.5,103,227.8,119,9.7,13,2,0,60.67,MO,Yes
66,510,0,0,135,180.2,106,187.3,135,6.2,7,2,0,60.56,IA,No
104,408,0,0,133,120.7,98,215.1,112,12.7,2,1,0,44.9,WY,No
160,415,0,0,90,196.0,115,263.9,95,9.2,4,1,0,49.09,NV,No
129,415,0,37,94,165.4,103,185.0,81,11.7,8,1,0,52.07000000000001,WI,Yes
93,408,0,0,114,223.0,74,262.7,90,11.3,3,3,1,67.55,AL,No
169,415,0,0,111,175.2,130,228.6,92,9.9,6,2,0,48.02,HI,No
58,415,0,0,145,196.5,105,209.5,108,14.9,3,1,0,46.11999999999999,MO,No
75,510,0,38,132,146.7,113,345.8,115,13.1,3,3,0,43.82,CA,Yes
45,408,0,0,71,152.7,94,217.8,125,12.4,13,1,0,51.62,MO,No
155,510,0,0,108,183.7,103,80.2,108,8.9,4,3,0,46.13,CT,No
52,415,0,0,114,171.3,82,154.6,119,9.9,9,4,0,52.900000000000006,MD,No
119,415,0,27,128,268.2,133,146.5,80,11.1,3,0,0,63.22,OH,Yes
86,510,0,0,72,154.3,95,210.6,91,8.2,5,1,0,39.35,NV,No
42,408,0,0,89,241.3,123,143.2,105,4.0,7,0,0,55.0,MD,No
127,510,1,0,114,209.5,118,249.9,105,7.4,4,2,0,50.56,NE,No
123,408,0,0,150,251.6,90,258.0,93,14.9,5,0,0,43.260000000000005,OH,No
98,510,0,0,119,190.4,102,284.7,118,11.1,6,4,1,65.32,MA,No
149,510,0,43,79,174.6,122,241.5,80,10.9,3,1,0,52.92,OK,Yes
160,408,0,0,109,236.0,117,307.6,77,9.3,1,1,0,50.93,MA,No
103,415,0,0,107,135.2,102,208.2,106,10.4,3,5,0,49.13,WA,No
132,415,0,15,128,245.6,106,148.6,90,9.1,4,1,0,49.62,HI,Yes
137,415,0,0,107,323.2,75,143.9,127,7.5,2,1,0,51.09,CO,No
129,415,1,0,78,204.2,85,111.7,146,5.9,4,1,0,64.41,FL,No
62,415,0,0,66,160.6,108,77.9,74,0.0,0,1,0,61.42,WI,No
122,510,0,33,96,220.4,110,169.9,104,11.8,8,4,0,67.96,ID,Yes
32,408,0,0,82,185.6,102,203.3,64,10.2,7,1,0,47.63,WY,No
86,510,0,0,82,202.6,120,289.6,119,6.7,8,3,0,40.13,GA,No
130,415,0,0,113,290.3,111,114.9,140,7.2,3,1,0,54.3,FL,No
42,408,0,0,84,255.9,113,45.0,117,8.0,12,1,0,48.78,WY,No
73,415,0,0,85,143.4,80,153.9,102,15.0,7,2,0,59.56,DE,No
66,408,0,26,108,243.2,135,190.8,95,5.4,3,2,0,65.46,ME,Yes
103,510,0,31,124,188.9,104,196.2,98,8.9,3,0,0,36.77,DC,Yes
128,408,0,0,75,264.8,91,270.0,77,7.6,7,1,0,51.56,IA,No
104,415,0,0,113,239.6,85,229.8,104,5.5,4,2,0,52.95,CO,No
103,415,0,0,112,42.5,90,179.2,124,12.4,5,0,0,40.71,MN,No
124,415,0,0,72,233.6,134,179.4,91,12.0,2,0,0,53.43,VT,No
87,510,0,0,91,158.5,115,207.5,131,6.2,5,1,0,33.99,AZ,No
109,415,0,27,85,221.2,92,197.3,97,12.3,4,1,1,50.49,LA,Yes
167,415,1,0,91,60.8,105,176.7,110,10.7,3,2,0,49.68,MO,No
97,510,0,0,96,169.8,101,194.1,63,11.9,3,4,1,38.18,ME,No
106,415,0,0,118,210.0,101,187.2,93,8.5,3,2,0,48.25,MD,No
125,415,0,0,113,155.5,131,206.2,112,14.4,7,2,0,38.65,VT,No
108,408,0,35,106,200.6,107,195.4,107,15.5,7,0,0,57.94,DC,Yes
125,415,0,0,132,209.6,126,264.1,77,8.0,2,1,0,43.8,WY,No
89,415,0,32,113,249.8,104,224.2,92,8.7,7,1,0,59.26,VA,Yes
72,510,1,29,114,138.2,91,221.0,88,5.5,6,0,0,37.01,VA,Yes
23,510,0,0,107,251.6,115,141.1,158,11.3,3,2,1,79.11,CT,No
149,510,0,0,61,218.8,107,208.3,131,8.2,6,7,0,49.13,HI,No
73,415,0,0,90,196.8,78,157.9,112,5.9,8,0,0,54.73,WI,No
61,415,0,0,123,210.5,127,234.7,70,9.0,3,1,1,64.52000000000001,MD,No
161,415,0,0,113,70.9,87,204.8,107,13.4,4,4,1,42.27,WV,No
73,408,0,0,95,188.8,104,136.2,89,13.5,3,0,0,55.91,VT,No
118,415,0,24,83,109.6,72,245.5,73,16.9,2,1,0,33.96,UT,Yes
23,408,0,0,89,166.4,108,219.8,73,15.0,4,6,0,50.52,CO,No
127,415,0,25,95,163.3,109,264.9,104,5.1,6,0,0,29.23,NC,Yes
42,415,0,32,80,177.8,123,190.4,106,8.1,5,0,0,45.15,NJ,Yes
118,415,0,0,145,316.4,121,208.6,91,14.4,11,5,1,76.31,AR,No
45,510,0,0,91,120.4,86,163.0,93,10.6,3,2,0,40.260000000000005,IA,No
50,408,0,24,129,289.8,55,312.5,130,10.6,4,1,0,63.92,GA,Yes
179,510,0,0,123,288.0,114,266.0,112,10.5,4,0,1,76.16000000000001,MO,No
152,408,0,0,122,141.6,87,198.5,124,7.5,3,2,0,31.27,MO,No
105,415,0,0,74,281.7,125,228.1,113,13.2,5,2,0,44.98,WY,No
72,415,0,0,97,115.7,96,295.8,84,8.3,6,0,0,30.620000000000005,HI,No
52,408,0,0,67,217.0,108,342.8,130,5.2,2,1,0,56.55,PA,No
125,415,0,0,110,128.7,97,190.5,113,11.0,4,1,0,48.49,TX,No
143,510,0,0,113,169.0,59,166.7,94,9.2,2,1,0,35.56999999999999,VA,No
65,415,0,0,51,219.8,84,202.0,89,4.4,14,1,0,38.74,RI,No
80,415,0,0,121,142.3,51,364.3,106,9.3,5,1,0,55.39,WI,No
1,415,0,0,107,112.5,66,218.7,79,13.8,3,1,0,37.91,MS,No
60,408,0,0,134,205.9,85,204.0,103,7.9,4,1,0,42.65,KY,No
43,415,0,0,134,80.8,103,196.1,79,10.8,2,1,0,24.1,NC,No
143,415,0,0,127,106.1,80,179.6,90,14.0,6,0,0,48.35,NV,No
81,415,0,24,117,196.0,61,139.3,123,11.4,5,0,0,41.86,UT,Yes
205,510,0,24,139,155.0,98,180.7,64,7.8,5,2,0,45.18,ME,Yes
24,415,0,0,104,145.2,112,214.5,105,6.6,5,1,0,55.24,HI,No
74,415,0,0,106,228.6,105,265.3,114,9.8,4,0,0,45.32,OH,No
77,510,0,0,68,195.7,86,236.5,137,12.0,2,1,0,31.380000000000003,WV,No
74,415,0,0,87,309.2,105,152.1,118,10.0,2,1,0,63.05,OK,No
74,510,1,0,103,207.7,96,207.4,143,14.1,4,1,1,42.85,KY,No
200,408,0,0,87,133.2,105,177.6,123,11.2,2,1,0,36.13,AL,No
86,408,0,0,88,223.0,107,255.6,92,13.0,3,4,0,60.94,MD,No
91,510,0,37,107,233.9,115,277.4,94,9.2,4,0,0,49.95,NE,Yes
76,415,0,0,121,147.9,97,183.8,74,6.7,2,2,0,52.53,DC,No
130,415,0,0,127,189.7,52,270.1,107,14.3,2,1,0,40.47,TX,No
56,408,0,0,90,179.3,115,300.7,89,11.9,8,2,0,33.94,OH,No
117,415,0,0,137,241.4,107,204.8,106,15.5,4,0,0,53.41,DE,No
63,510,0,0,81,287.3,115,230.2,85,6.5,5,2,0,52.28,IA,No
126,415,0,0,88,140.3,114,208.9,110,6.4,2,0,0,52.11,VT,No
132,510,0,0,107,206.9,127,272.0,88,12.6,2,1,0,53.60999999999999,OR,No
81,415,0,28,147,190.7,105,193.0,103,9.2,6,4,1,47.23,NV,Yes
122,415,0,0,88,145.0,77,233.7,120,11.5,6,2,0,46.04,NC,No
46,408,0,0,67,261.1,91,204.4,107,13.4,5,2,1,69.57000000000001,NJ,No
150,415,0,28,75,169.9,80,201.6,130,11.0,4,1,0,47.06,MN,Yes
99,408,0,0,83,155.4,121,255.7,114,8.4,3,1,0,42.63,ID,No
87,408,0,0,124,222.6,87,173.3,81,11.0,3,1,0,62.21,AL,No
108,415,0,0,129,242.3,103,170.2,89,7.9,3,1,0,40.24,AK,No
101,415,0,0,89,234.0,89,196.3,77,11.6,2,4,0,49.17,VT,No
53,415,0,0,86,160.5,95,149.5,142,10.7,2,3,0,51.4,PA,No
132,415,0,39,93,187.2,94,225.5,118,8.6,3,2,0,48.1,AK,Yes
158,510,0,0,123,224.2,112,221.0,116,8.6,8,2,0,47.88,CA,No
114,415,0,34,109,221.4,142,208.5,103,10.3,5,0,0,47.85,MS,Yes
77,415,0,23,73,183.6,63,205.5,111,7.1,3,2,0,53.18,AR,Yes
144,415,1,0,69,285.9,73,190.6,121,9.4,15,0,0,52.34,NV,No
91,510,0,23,97,186.0,88,190.5,128,12.3,3,3,0,58.64,AL,Yes
58,408,0,0,100,115.7,87,193.8,118,12.8,5,2,0,41.41,GA,No
5,415,0,0,106,187.3,12,214.0,85,13.3,3,3,0,53.370000000000005,AR,No
97,408,0,0,81,320.5,51,150.7,110,4.2,3,0,0,65.36,MA,No
107,415,0,0,95,150.1,88,219.8,111,7.7,2,3,0,50.9,NJ,No
142,415,0,30,75,165.8,97,270.0,83,10.8,5,1,0,43.19,MO,Yes
9,408,0,31,130,202.6,98,191.2,102,13.3,2,1,0,53.760000000000005,NY,Yes
73,415,0,0,130,248.1,105,122.4,85,12.2,4,0,0,54.2,AZ,No
48,510,0,22,63,258.8,131,263.2,109,15.7,5,2,1,52.080000000000005,NJ,Yes
43,408,0,0,147,186.7,121,128.4,100,9.2,3,0,0,57.48,WV,No
122,408,0,33,103,248.2,105,164.6,116,13.5,3,1,1,54.48,NM,Yes
93,415,0,0,68,262.2,64,130.0,92,8.8,4,0,0,57.0,SC,No
85,415,0,0,122,224.9,123,219.6,50,11.5,1,1,0,52.22,VT,No
59,415,0,0,95,251.2,65,273.4,97,5.0,5,3,0,50.05,TN,No
87,415,0,0,90,163.0,99,154.1,90,11.8,3,1,0,55.93,LA,No
137,408,0,0,90,181.6,100,128.1,93,12.3,2,0,0,43.24,OH,No
21,510,0,31,90,271.0,84,179.1,89,9.5,7,6,0,48.71,OR,Yes
129,510,0,0,118,192.1,104,191.0,83,10.4,6,0,1,75.97,DE,No
104,415,0,0,77,131.2,117,264.7,63,13.0,6,0,0,36.85,KY,No
93,408,0,21,105,162.5,128,186.6,90,11.8,2,4,1,39.81,GA,Yes
63,415,0,0,102,266.4,114,224.1,118,13.1,4,4,1,73.44000000000001,VT,No
161,415,0,0,70,214.8,122,223.6,126,7.8,5,0,0,38.290000000000006,OR,No
50,510,0,0,94,203.9,104,151.8,124,11.6,8,3,0,52.57,TX,No
103,408,0,24,85,239.6,102,268.3,81,6.9,4,1,0,41.24,MO,Yes
84,415,0,33,106,149.8,101,213.4,108,13.0,18,1,0,43.29,ND,Yes
92,510,0,0,105,224.6,118,221.3,105,9.0,4,1,0,57.63,MN,No
77,415,0,0,112,306.3,111,196.5,82,9.9,1,1,0,52.900000000000006,NV,No
64,415,1,0,55,249.5,79,275.4,102,13.3,9,1,1,83.76,NY,No
159,415,0,15,102,145.3,146,195.2,137,11.8,9,1,0,34.9,FL,Yes
110,415,1,27,103,263.3,74,178.1,106,8.3,2,1,1,70.16,KS,Yes
138,510,0,0,117,115.2,128,224.5,115,17.0,4,3,0,43.52,NV,No
178,408,0,0,150,187.5,62,147.1,126,13.6,3,1,0,66.42999999999999,NV,No
38,415,0,31,118,249.9,70,298.9,104,3.9,2,0,0,55.81,SC,Yes
50,415,0,35,97,135.2,101,216.2,101,7.9,2,2,0,46.36000000000001,MI,Yes
45,510,0,26,104,150.6,119,63.3,103,7.7,5,1,0,30.47,MI,Yes
70,510,0,0,99,141.6,106,255.9,96,9.6,2,0,0,36.1,TN,No
147,510,0,33,107,234.1,110,213.4,87,10.4,6,3,0,65.47,NY,Yes
94,510,0,0,108,152.3,95,144.7,97,7.5,5,1,0,47.38,NV,No
179,510,0,0,101,201.8,99,181.9,103,11.6,5,0,0,40.02,IL,No
116,415,0,0,91,216.1,95,148.1,76,11.3,3,2,0,58.36,MS,No
59,510,0,0,80,232.5,99,175.8,105,14.7,3,0,0,54.23,ND,No
165,415,0,0,109,164.8,94,54.5,91,7.9,3,0,0,51.45,NC,No
133,408,0,0,138,228.4,117,117.3,103,12.8,4,2,1,70.00999999999999,MI,No
140,415,0,0,84,167.6,121,260.6,94,8.4,4,1,0,37.82,TN,No
93,408,0,32,91,167.3,72,238.9,115,6.8,3,2,0,39.540000000000006,VT,Yes
52,510,0,38,88,225.9,97,172.0,86,8.2,3,0,0,50.190000000000005,OK,Yes
64,415,0,27,101,143.8,89,150.2,127,12.3,3,1,0,49.76,DE,Yes
12,510,1,0,117,116.5,126,220.0,110,9.8,4,2,0,49.39,ND,No
48,415,0,0,92,317.5,85,133.4,113,8.3,4,2,0,61.6,OR,No
181,408,0,0,91,195.5,58,223.3,95,6.0,7,1,0,42.6,NY,No
168,415,0,42,57,203.6,98,173.9,124,11.4,2,2,0,36.95,MO,Yes
155,415,0,0,111,167.7,92,168.5,122,11.3,3,3,0,48.14,FL,No
105,510,0,0,83,256.2,101,169.0,151,3.8,4,0,0,64.7,ND,No
11,415,0,0,130,289.4,50,194.0,100,9.7,6,2,0,51.6,NY,No
182,415,0,0,111,198.5,120,258.2,91,8.0,5,2,0,36.86,ND,No
104,415,0,0,93,193.0,54,222.7,94,13.1,5,1,0,46.5,NY,No
102,415,0,0,125,81.9,126,304.3,101,12.0,4,0,0,29.72,OH,No
122,415,0,0,96,205.5,120,213.7,91,11.9,2,0,0,60.21,AL,No
41,415,0,0,117,152.4,108,194.4,110,8.6,3,1,0,39.68,SC,No
132,415,0,0,132,244.1,80,176.3,120,9.1,4,2,0,53.25,GA,No
76,415,0,0,148,230.3,69,170.6,101,11.4,5,1,1,67.44,WY,No
13,415,0,0,74,148.5,92,216.7,96,11.3,3,1,0,40.56,WV,No
115,415,0,33,72,194.5,157,242.3,138,14.2,3,2,0,45.01,HI,Yes
67,408,0,0,91,167.7,69,110.3,71,8.4,12,1,0,45.05,WV,No
154,510,0,0,99,154.9,97,189.4,89,7.2,5,0,0,43.48,LA,No
100,510,0,0,87,195.7,88,122.1,117,7.8,8,2,0,42.97,AR,No
146,510,1,0,65,262.8,93,214.3,128,11.2,3,1,0,47.970000000000006,AK,No
148,415,0,11,129,284.3,88,262.8,99,12.3,1,1,0,70.47999999999999,DC,Yes
67,415,0,28,94,291.2,73,159.6,114,10.0,2,2,0,43.6,AL,Yes
161,510,1,0,106,249.4,105,254.9,129,12.9,1,1,1,57.68999999999999,UT,No
70,415,0,0,114,215.9,113,223.5,122,0.0,0,1,0,56.23,KS,No
116,510,0,0,82,231.5,95,226.1,130,16.5,5,0,0,58.45,MN,No
99,415,0,42,125,232.3,104,215.5,100,9.3,4,2,1,58.98,VA,Yes
87,415,0,0,108,171.8,102,167.5,66,5.3,9,1,0,40.9,UT,No
87,510,0,0,85,140.9,91,204.3,93,9.5,5,1,0,54.470000000000006,IN,No
70,408,0,0,111,213.9,115,171.2,105,10.6,6,2,0,54.8,CT,No
131,408,0,0,80,215.1,101,179.7,108,13.1,9,2,0,37.87,DE,No
119,510,0,0,74,215.6,113,161.2,111,10.0,1,2,0,53.4,VT,No
119,408,0,32,77,208.2,126,171.0,102,12.0,2,3,0,45.18,MO,Yes
87,510,1,0,80,165.0,71,173.1,102,10.7,5,0,0,39.73,RI,No
112,415,0,0,92,114.0,143,146.8,79,14.1,3,5,1,32.52,CA,No
75,415,0,0,89,211.3,104,261.4,91,10.7,2,2,0,41.73,RI,No
150,510,0,0,77,220.9,105,238.7,117,9.2,5,4,0,53.44,CT,No
161,510,0,38,112,201.8,102,206.1,112,16.1,6,0,0,62.37,IN,Yes
91,510,1,24,112,183.4,128,240.7,133,9.9,3,0,0,34.160000000000004,FL,Yes
124,415,0,0,104,211.2,77,179.3,104,10.2,8,3,0,47.66,KS,No
94,510,1,0,109,147.0,88,94.9,99,7.2,4,4,0,55.78,NY,No
217,408,0,0,115,158.8,128,306.6,107,9.3,3,4,0,45.99999999999999,TX,No
158,510,0,0,129,242.2,108,233.3,75,6.4,5,0,0,59.87,RI,No
102,415,0,0,87,266.5,128,217.6,59,7.1,7,0,0,49.120000000000005,NV,No
85,510,0,0,107,228.4,103,163.3,116,7.7,3,0,0,57.58,UT,No
79,510,0,0,72,165.7,102,243.2,107,8.4,9,1,0,41.34,OK,No
139,510,0,25,112,178.9,70,182.1,84,12.9,10,2,0,35.04,MN,Yes
103,415,0,0,118,179.1,69,214.7,112,10.3,2,0,0,62.78,NC,No
98,415,1,0,67,256.6,90,169.4,88,7.7,9,1,0,26.02,OR,No
78,408,0,0,116,192.4,86,240.6,100,10.1,3,2,0,46.67,NH,No
50,408,0,0,107,58.6,118,202.6,99,8.7,3,1,0,38.54,AK,No
161,415,0,0,109,146.5,86,137.6,78,8.5,2,1,0,45.03,OR,No
67,408,0,0,101,97.6,122,202.5,119,7.0,3,0,0,44.43000000000001,KS,No
86,415,0,38,158,133.9,119,138.2,103,13.3,4,1,0,35.879999999999995,WV,Yes
92,510,0,0,125,198.9,76,76.4,97,8.6,6,0,0,54.59,GA,No
174,415,0,0,72,188.5,124,105.6,116,8.8,3,1,0,59.06,NM,No
124,510,0,0,97,89.8,99,172.8,104,15.3,3,1,0,44.57000000000001,OH,No
132,415,0,31,101,245.6,105,172.8,76,10.3,9,1,0,53.33,ND,Yes
190,415,0,26,71,145.9,88,175.1,103,9.9,3,1,0,34.910000000000004,RI,Yes
101,510,0,0,127,150.0,104,241.1,116,10.7,2,1,0,31.59,HI,No
185,415,1,30,114,118.7,106,258.4,105,12.9,3,2,0,39.77,WY,Yes
68,415,0,29,82,203.8,105,167.8,70,9.9,6,0,0,60.71,NY,Yes
117,510,0,25,140,224.1,69,267.9,112,11.8,4,0,0,58.96,KS,Yes
118,408,0,0,97,177.8,89,233.4,97,12.2,6,1,0,50.26,LA,No
124,415,0,0,119,233.2,143,109.6,115,10.3,5,0,0,51.06,PA,No
22,510,0,0,108,218.1,88,192.9,115,12.5,4,1,0,49.190000000000005,NV,No
75,415,0,0,92,209.1,142,173.0,96,11.9,9,1,0,45.32,MN,No
134,408,0,0,122,240.5,155,179.1,107,5.0,9,1,0,56.690000000000005,PA,No
164,408,0,25,88,151.5,99,50.1,60,14.3,6,1,0,53.99,MO,Yes
44,510,0,0,77,169.8,114,215.8,77,7.6,4,1,0,40.81999999999999,NY,No
177,415,0,0,106,175.2,97,212.2,77,12.5,7,2,0,57.85,ME,No
110,408,0,0,81,247.5,89,155.5,99,8.9,8,0,0,50.98,NH,No
53,415,0,27,119,206.5,96,228.1,64,6.5,7,1,0,23.710000000000004,WY,Yes
108,415,0,0,123,112.3,86,246.4,75,15.4,4,4,1,39.92,NY,No
80,408,0,0,113,222.0,95,162.8,123,6.7,8,0,1,75.47,ME,No
158,408,0,0,112,221.3,82,210.0,93,8.2,3,1,0,56.7,MN,No
114,415,0,0,88,175.2,78,220.3,118,0.0,0,0,0,47.45,OH,No
64,408,0,19,150,226.7,123,219.1,67,7.5,2,1,0,70.79,NC,Yes
88,415,0,0,115,216.2,85,171.3,65,11.8,1,3,0,58.22,SD,No
82,510,1,0,101,213.7,87,175.1,86,12.4,6,3,0,57.01,UT,No
111,415,0,0,97,204.1,129,171.3,84,12.3,5,3,0,64.17,KY,No
60,408,0,0,97,221.1,121,109.9,100,12.4,4,2,0,65.1,MT,No
113,408,0,0,72,247.5,107,246.2,123,6.9,6,3,0,45.36,NJ,No
109,408,0,0,115,207.0,142,268.0,106,8.2,4,1,0,56.7,FL,No
105,510,0,42,79,223.1,97,241.6,77,12.9,2,0,0,39.76,IN,Yes
85,510,0,0,100,184.6,88,164.3,131,13.3,4,2,0,55.24,DE,No
131,510,0,0,86,198.5,81,164.4,83,10.4,3,0,0,45.760000000000005,AL,No
59,510,0,0,95,239.3,87,123.2,108,10.0,3,2,0,51.31,ME,No
148,408,0,0,87,170.4,96,165.1,104,9.5,13,1,0,48.53,SD,No
210,408,0,0,121,149.5,71,255.1,67,6.5,8,2,0,32.25,VA,No
115,415,0,0,105,159.0,109,229.9,74,7.2,8,0,0,57.14,AK,No
106,510,0,0,120,198.6,82,160.8,62,6.0,3,1,0,65.15,ID,No
93,415,0,0,78,249.6,129,248.2,114,14.2,4,1,0,41.78,RI,No
57,415,0,29,121,223.1,109,251.7,94,13.0,2,1,0,70.05,KY,Yes
98,510,0,0,127,195.6,88,181.8,129,5.1,4,1,0,49.830000000000005,ND,No
157,415,0,0,95,165.8,119,151.6,79,2.2,4,3,0,61.63000000000001,HI,No
116,415,0,35,104,272.8,89,214.5,100,8.3,4,1,0,59.50000000000001,WI,Yes
30,510,0,0,96,244.0,122,180.1,89,9.1,4,2,0,50.79,WV,No
111,510,0,0,128,102.8,56,213.7,84,10.5,2,4,1,41.650000000000006,NJ,No
52,415,0,0,78,205.5,89,213.6,124,12.2,6,0,0,48.9,KS,No
72,415,0,0,93,189.7,113,182.6,91,10.4,5,4,0,55.96000000000001,AL,No
135,510,0,28,100,246.5,117,154.8,131,12.9,4,2,1,58.67,NJ,Yes
86,510,0,0,115,179.6,130,258.5,89,10.1,5,3,0,50.38999999999999,NC,No
98,415,0,29,97,189.2,89,164.3,76,12.8,7,3,0,50.12,DE,Yes
151,510,0,0,104,80.6,91,212.8,116,5.8,2,3,0,48.52,WY,No
118,415,0,0,112,187.1,60,207.9,155,7.9,1,0,0,41.900000000000006,ID,No
117,415,0,0,115,258.8,66,253.2,113,7.4,9,2,0,48.58,NY,No
55,510,0,0,100,118.5,99,248.1,87,17.1,6,0,0,46.82,MO,No
82,408,0,0,93,155.6,104,304.4,93,13.3,2,0,0,33.99,ID,No
152,415,0,0,98,292.8,82,43.7,121,10.6,4,1,0,62.82,IA,No
108,408,0,15,85,267.0,93,250.7,114,10.9,4,1,0,53.71,TN,Yes
